#Position (bp)	Coverage
1.039380038E9	6.218072691722252
1.0443459135E9	5.326501216927144
1.047376176E9	5.510192531947441
1.051501088E9	5.522826322802067
1.057561613E9	6.343266466188985
1.063622138E9	5.692769850796754
1.069682663E9	5.40032406433436
1.075743188E9	5.46763555962561
1.081803713E9	5.673722326036111
1.087864238E9	5.422739449140132
1.093924763E9	5.357098271189377
1.099985288E9	5.821852232273606
1.106045813E9	5.721737473238704
1.1117359955E9	5.904593183253632
1.114766258E9	5.0390152358965015
1.118166863E9	5.710748656263277
1.124227388E9	5.727269172225179
1.130287913E9	5.4205343596470605
1.136348438E9	5.0068089810701215
1.142408963E9	5.604047009128747
1.148469488E9	5.7943419093230375
1.154530013E9	5.419408219584937
1.160590538E9	5.819542036374736
1.166651063E9	5.593170063649601
1.172711588E9	5.820178119882353
1.178772113E9	6.201301867412477
1.1818822675E9	3.7512767235768285
1.18491253E9	5.924549476074276
1.190893163E9	7.138067081647217
1.196953688E9	6.139835740303027
1.203014213E9	6.269361482709831
1.209074738E9	5.334177814628271
1.215135263E9	5.711199112288127
1.221195788E9	5.1506088993940295
1.227256313E9	5.652415756060737
1.233316838E9	5.748289298369365
1.239377363E9	5.482100808098308
1.245391653E9	5.556504924971368
1.2484219155E9	14.192246133881259
1.251498413E9	6.086088251430363
1.257558938E9	5.486693149520875
1.263619463E9	6.14636108257948
1.269679988E9	5.605120513486868
1.275740513E9	5.369253983772033
1.281801038E9	5.557698219213682
1.287861563E9	5.412280454251076
1.293922088E9	5.6638928145663945
1.299982613E9	5.8531003502171846
1.306043138E9	6.018955123524777
1.309719165E9	6.22199888659101
1.3127494275E9	5.254690085711961
1.318164188E9	5.698964858654985
1.324224713E9	6.007944691260246
1.330285238E9	6.004839349726303
1.336345763E9	6.18781310200024
1.342406288E9	6.109045668485816
1.348466813E9	6.159787147153093
1.354527338E9	6.105136271197627
1.360587863E9	5.972150102507621
1.366648388E9	5.702283218038041
1.3700714755E9	5.692398650798702
1.373101738E9	6.191312779923694
1.378769438E9	5.887957561432384
1.384829963E9	5.662643252853507
1.390890488E9	5.909687857075088
1.396951013E9	5.346417678336448
1.403011538E9	5.720916092252734
1.409072063E9	6.2993819842340395
1.415132588E9	5.639659105440535
1.421193113E9	5.4513160163517185
1.426217195E9	7.544332623890979
1.4292474575E9	5.2510326182916
1.433314163E9	5.455804406383935
1.439374688E9	5.554832295881957
1.445435213E9	5.417233160493522
1.451495738E9	5.706346727387479
1.457556263E9	5.67154116186304
1.463616788E9	5.38796391401735
1.469677313E9	5.452768695781306
1.475737838E9	5.626564200296179
1.481798363E9	4.781188263393023
1.4852620925E9	43.5637361090925
1.488292355E9	6.949179479092597
1.493919413E9	5.927211916459383
1.499979938E9	5.994423750417662
1.506040463E9	6.030753276325071
1.512100988E9	5.973908531026603
1.518161513E9	5.656643112601631
1.524222038E9	6.1315750698165585
1.530282563E9	6.112824879032757
1.536343088E9	6.145764269597106
1.541143975E9	5.688936587062926
1.5441742375E9	5.380005207845429
1.548464138E9	5.526294999195614
1.554524663E9	5.228423115159165
1.560585188E9	5.510068517166417
1.566645713E9	5.683157647233532
1.572706238E9	5.280605723101546
1.578766763E9	5.322727981486753
1.584827288E9	5.602011046897752
1.590887813E9	5.50788339294038
1.5965550695E9	5.180415275878519
1.599585332E9	5.722726330738414
1.603008863E9	5.64147280969883
1.609069388E9	5.933763329084527
1.615129913E9	6.031308178746891
1.621190438E9	5.725245750161909
1.627250963E9	5.603684004273557
1.633311488E9	8.027175368470553
1.639372013E9	5.5339761819314335
1.645432538E9	5.298614558969726
1.651493063E9	5.603939097685432
1.6547785435E9	5.917529327868724
1.657808806E9	6.190819642712036
1.663614113E9	6.043660078953556
1.669674638E9	5.339711493641228
1.675735163E9	5.624632354457741
1.681795688E9	5.475524645142129
1.687856213E9	5.61245981164998
1.693916738E9	6.0307258859587245
1.699977263E9	6.1262351033945075
1.705875606E9	5.690464580753574
1.7089058685E9	16.97965557213501
1.712098313E9	5.495775530997727
1.718158838E9	5.318172435556326
1.724219363E9	5.324860140004373
1.730279888E9	5.829603870951774
1.736340413E9	6.069398773208592
1.742400938E9	5.498470512043099
1.748461463E9	5.499993812417241
1.754521988E9	5.610155225826145
1.759643948E9	5.712674514359748
1.7626742105E9	5.5889687981120115
1.766643038E9	5.392074118991341
1.772703563E9	5.4647541260864365
1.778764088E9	5.241438324237587
1.784824613E9	5.0613615157102725
1.790885138E9	5.28628559406982
1.796945663E9	5.219961636986895
1.803006188E9	5.248092863242046
1.809066713E9	5.650656667532928
1.8129015965E9	6.169644466152388
1.815931859E9	5.690438913904148
1.821187763E9	5.807693722903544
1.827248288E9	6.136848705351434
1.833308813E9	5.710911183437078
1.839369338E9	5.774039377776678
1.845429863E9	5.897693516650786
1.851490388E9	5.915482899583782
1.857550913E9	6.040905697113699
1.86112494E9	6.038685864928659
1.8641552025E9	5.649957691500255
1.869671963E9	5.901547968204075
1.875732488E9	5.973321453174436
1.881793013E9	5.641615041601181
1.887853538E9	6.109924305237582
1.893914063E9	6.06652096971797
1.899974588E9	5.503203600348154
1.905072828E9	5.838980114628907
1.9081030905E9	24.389418415542174
1.912095638E9	5.55361573461045
1.918156163E9	5.609338299899761
1.924216688E9	5.695428531356607
1.930277213E9	6.036463177695001
1.936337738E9	6.154760849926368
1.942398263E9	6.492854166924483
1.948458788E9	6.045193609464526
1.9517024095E9	9.858274082649432
1.954732672E9	5.822129334568969
1.960579838E9	5.966773505595637
1.966640363E9	5.846548442585419
1.972700888E9	5.674221952718618
1.978761413E9	5.662799014936825
1.984821938E9	5.133665977782453
1.990882463E9	5.09887394243898
1.99470617E9	9.999848130524567
1.9977364325E9	8.27899252420179
2.003003513E9	5.565082397977073
2.009064038E9	5.561582206162007
2.015124563E9	5.905409184847847
2.021185088E9	5.895764145845451
2.027245613E9	5.822777399647721
2.033306138E9	6.236600624533353
2.0376677585E9	6.473074484849304
2.040698021E9	7.206995743433489
2.045427188E9	6.1576696738318875
2.051487713E9	5.951651383337252
2.057548238E9	6.023737547489698
2.063608763E9	5.778162122918394
2.069669288E9	5.76902116565809
2.075729813E9	5.7952609716154955
2.08062241E9	7.485569053250101
2.0836526725E9	5.924924738511278
2.087850863E9	5.673218244294017
2.093911388E9	5.688765082232975
2.099971913E9	5.752740232900615
2.106032438E9	5.418527932811101
2.112092963E9	5.537129209103171
2.118153488E9	5.509607666002533
2.122814749E9	17.117501027744662
2.1258450115E9	8.802980352528186
2.130274538E9	6.097959170203901
2.136335063E9	10.106282871533407
2.142395588E9	6.016772309329637
2.148456113E9	6.214846898577268
2.154516638E9	6.014005717326469
2.160577163E9	5.662207977031692
2.164333346E9	4.769962413239466
2.1673636085E9	5.5247519682408255
2.172698213E9	5.79759278280347
2.178758738E9	5.692588678373573
2.184819263E9	5.6639911558817095
2.190879788E9	5.486800400955363
2.196940313E9	5.4524396813807385
2.200471474E9	5.073884230038621
2.2035017365E9	3.4902837234972903
2.209061363E9	5.099163686314305
2.215121888E9	3.022546231555847
2.221182413E9	3.11771323441451
2.227242938E9	2.958866269836359
2.233303463E9	4.998656387029176
2.239363988E9	3.7435042343691345
2.245424513E9	2.4658259804224882
2.251485038E9	2.7184184538468203
2.2550298675E9	2.990006160519427
2.256716793E9	7.472916347687162
2.2592324885E9	2.9771446033273854
2.263606088E9	2.8410393489012917
2.2680379885E9	6.353709017592275
2.271068251E9	2.961856155301606
2.275150289E9	2.9748297626959337
2.2781805515E9	3.165007653649395
2.2810649335E9	3.1419823681828167
2.284095196E9	8.750957308370559
2.286863889E9	5.738332575336755
2.2898941515E9	5.855796358626799
2.292569301E9	6.105911788179972
2.2955995635E9	2.9962438741776243
2.298023116E9	2.866221675142659
2.3010533785E9	5.252281717179088
2.3032761955E9	5.388171090912376
2.305726498E9	3.0197291829366617
2.3084800655E9	5.713712152562246
2.310562795E9	3.048561672299045
2.3135930575E9	5.299356199995679
2.3153597735E9	5.657371991823529
2.3173218515E9	6.292556831538348
2.320112891E9	6.554602692699622
2.3218157355E9	5.194304036807109
2.324104308E9	4.9557482635871
2.3264999105E9	5.108628942010813
2.3281018815E9	5.634404339977286
2.3305262675E9	9.074327810473083
2.332696249E9	2.8603659326611943
2.3340637585E9	2.7952110793518665
2.3361446245E9	5.961846012038813
2.338413254E9	6.861016972360863
2.3396969045E9	4.774472407211283
2.341282827E9	5.883203100501451
2.343768183E9	2.8353902426668016
2.345212523E9	4.726635098088083
2.3464412305E9	107.07587114645084
2.348664199E9	5.277274675733985
2.3506764065E9	2.612661558242722
2.351829762E9	3.0836498714823812
2.3532287305E9	7.310881682807693
2.35533412E9	3.619323836738378
2.356965414E9	3.391145476549792
2.3579923135E9	3.1405025352162967
2.3594256075E9	5.824813287779409
2.3613898805E9	5.296265219847059
2.362986849E9	5.882024076652994
2.363964524E9	9.067821837906349
2.3652977505E9	5.787375456236716
2.367184152E9	11.248681059227328
2.368881188E9	5.420513654407193
2.3697565645E9	5.525435704192181
2.3706984965E9	6.781968463856165
2.372334567E9	5.711918031899825
2.3739034665E9	6.137031061735454
2.3752063695E9	3.797724818118287
2.375970559E9	3.1245002727178015
2.3769485995E9	3.2636584560919264
2.378384549E9	17.902806804071627
2.379784425E9	5.613201072562942
2.3811339795E9	3.2607527293798078
2.381829853E9	3.1100109126414335
2.3825553845E9	5.610683368425992
2.3839077945E9	3.744370575442344
2.385231647E9	6.05639405827409
2.3865327585E9	5.863122910764052
2.387513637E9	3.1013614394374778
2.3881178915E9	5.281675097125527
2.388976153E9	4.02496932583246
2.390135233E9	6.2269141283829335
2.3912785605E9	5.818320535883024
2.3924167735E9	5.668500824885972
2.393445447E9	2.4648013707749143
2.3939914115E9	2.253171259936218
2.394571339E9	2.5367535035385766
2.3955587125E9	3.3122281182220306
2.3965083185E9	175.4877140250238
2.3973815095E9	6.319613459995615
2.398204472E9	5.746013378426582
2.399008019E9	7.1812390449676045
2.3996857855E9	2.5813533488116547
2.400080534E9	2.6812227268086315
2.400576461E9	8.219690654811522
2.401268413E9	413.58556462886975
2.401882513E9	12.391783696714429
2.4024857835E9	4.431932417595331
2.4030750295E9	3.20131289526692
2.4036453465E9	5.282411258515597
2.404194517E9	3.8328544920736816
2.4047122695E9	8.811933797205453
2.4051954835E9	9.946343729319736
2.4056611505E9	3.323043468806402
2.4059597555E9	6.195398281636813
2.406188412E9	4.963028130498511
2.4065714E9	5.7409815629042855
2.4070052555E9	5.599336507725725
2.4074245895E9	4.100985706062931
2.407839546E9	63.76609686816659
2.4082493335E9	5.214422731677086
2.4086503585E9	11.04135266091425
2.4090421515E9	7.6947402861721255
2.409427902E9	4.537458620608698
2.409805046E9	24.20751863483805
2.410161153E9	2.582391017056926
2.4104943005E9	358.62975885006125
2.410818599E9	7.683707748840286
2.411123151E9	7.4259402590943955
2.411403608E9	4.589815564617748
2.411678159E9	5.535201902667315
2.411941166E9	139.7182402999687
2.4120781315E9	8.632544597467419
2.412203583E9	4.7866617233332605
2.4124428045E9	6.457476181685381
2.4126909585E9	2.75376522478048
2.412929563E9	8.64833817949487
2.41315913E9	6.212948855078475
2.413379875E9	6.148468943441523
2.4135920255E9	3.1565565026951
2.413802629E9	10.326381358644507
2.4140093035E9	2.830256656601702
2.4142075505E9	6.907052980476502
2.4143957815E9	2.316688046266904
2.4145791295E9	3.07639557793345
2.4147587085E9	10.404096623176413
2.414931115E9	5.619551596139569
2.4150951695E9	12.736361701328459
2.415253924E9	3.934476311202662
2.415408627E9	6.929499904373117
2.4155600265E9	0.9885756244707875
2.4157084505E9	2.4982358594179024
2.4158498925E9	8.817782280399989
2.415986574E9	2.7360071680902474
2.4161227585E9	7.813001982233316
2.416256149E9	8.845501681077728
2.4163852695E9	2.4812250332889483
2.416512669E9	4.742993337476107
2.4166347765E9	10.791862391746237
2.416749712E9	5.843374562220153
2.416859066E9	3.0956166271725687
2.416964761E9	22.184029127594414
2.4170659975E9	6.253530709440653
2.417162979E9	6942.459100425962
2.4172582435E9	0.0
2.4173505735E9	15.878172756016161
2.4174374315E9	0.24043907634216005
2.4175190495E9	5.327870682810639
2.4175993905E9	0.3326173289707021
2.4176783755E9	172.1924745814933
2.4177553255E9	3.5532340403136677
2.417831197E9	5.409287157210948
2.4179067045E9	6.715487007811254
2.4179826515E9	582.7289801352163
2.418058242E9	5.237249037726486
2.4181224995E9	13.285698398576512
2.418159414E9	0.8719625698042964
2.418205188E9	9.626264458428095
2.4182750285E9	8.821996765181591
2.4183428225E9	18.009115392583386
2.418410283E9	9.793460344801984
2.418477194E9	6.249251643376104
2.418543574E9	6.013201369925016
2.4186097135E9	7.587926906875966
2.418675613E9	16.542955274235954
2.418741227E9	7.278615861953016
2.418805693E9	8.763577671049523
2.418868672E9	4.4860615182617325
2.4189308255E9	7.90357939664371
2.418991469E9	6.358302626486968
2.4190506425E9	1.8599483993617816
2.4191079875E9	12.490981784279978
2.4191626E9	5.31568411008625
2.419215914E9	5.349649297655089
2.419268586E9	2.9582478673440047
2.4193204205E9	7.747747747747748
2.4193717995E9	3.644866742107933
2.4194229305E9	0.0065675972396486825
2.4194739365E9	68.96117951533213
2.4195241455E9	53.02035860282511
2.41957283E9	14.908455844020436
2.419620464E9	4.104601272377571
2.419667433E9	2.727656836461126
2.41971306E9	5.313854220349997
2.4197575325E9	2.340148027800343
2.4198017625E9	6.168131569409206
2.419845666E9	3.5506492911618532
2.4198883255E9	2.1543595160361053
2.4199299245E9	6.298372731211786
2.419970851E9	477.2915333283719
2.4200110165E9	0.0
2.420051009E9	2.383860878268485
2.420090877E9	0.0
2.4201298455E9	16.63158308442069
2.4201678345E9	16.93380408335978
2.420205613E9	5.1524970194727775
2.420243184E9	5.33708586250234
2.420280559E9	22.86806949910315
2.420317194E9	1.711083887852549
2.4203527895E9	3.876679707433237
2.420388023E9	5.521353678288296
2.4204227395E9	7.389252336448598
2.420456698E9	3.6095851768269145
2.4204902945E9	0.0
2.4205236435E9	7.352329576276294
2.4205560195E9	7.049509027557808
2.420587549E9	457.6924005208168
2.420618918E9	211.49406381004192
2.4206499595E9	5.44943893105014
2.42068066E9	28.53675532436942
2.4207107975E9	226.87468022081595
2.420740466E9	7.071112761146174
2.4207699155E9	5.124427741715067
2.420798686E9	7.279827384952778
2.420826881E9	4.970944912692485
2.4208548905E9	5.2813978494623655
2.4208827165E9	16156.264017007783
2.4209103175E9	6.7497632058287795
2.4209376005E9	659.2939224074347
2.4209646635E9	5.176712328767123
2.4209914535E9	10.409183289424163
2.421018004E9	3.695073687384569
2.421044309E9	3.495226043943403
2.4210703815E9	10.212153763523364
2.4210963865E9	1.9475023126734505
2.4211222145E9	8.535275357809583
2.421147785E9	0.001612332376420622
2.4211730045E9	2.444782087165134
2.4211979135E9	0.39463076426959043
2.4212226915E9	4.610029093260062
2.4212473475E9	4.31517668132226
2.421271866E9	2.2696849589343358
2.421296257E9	1.2425027767493522
2.421320557E9	17.783253056687663
2.4213445865E9	6.867048131942107
2.4213683155E9	5.190080202617138
2.4213919455E9	5.196902842596521
2.4214155065E9	16.6826171875
2.421439032E9	1.102515000638325
2.421462501E9	10.485814241221895
2.4214859205E9	10.34059829059829
2.4215092545E9	4.92861440605123
2.4215324675E9	1.1885309612229036
2.421555553E9	3.716899143962108
2.421578508E9	3.52526531860069
2.4216012195E9	8.170647252064281
2.421623736E9	0.0
2.421646079E9	7.1568600928806525
2.421668226E9	10.486638028487452
2.4216902475E9	3.0637997081357167
2.4217119585E9	7.344049502186657
2.421733372E9	10.611025172268317
2.4217546325E9	6.729186331885973
2.421775792E9	0.02787374000283943
2.421796816E9	0.6673997227135823
2.421817722E9	10.805599425699928
2.4218386065E9	7.464501293475137
2.4218594435E9	2.480144230769231
2.4218802435E9	4.814230769230769
2.4219010375E9	10.054743121031365
2.4219217215E9	1.0476190476190477
2.421942296E9	7.319607175847149
2.421962814E9	16.890750964967996
2.4219832225E9	3.7244226044226045
2.4220035635E9	10.189356679126501
2.422023864E9	19.726774877892346
2.422044067E9	1.2401052788399463
2.4220641955E9	15.869681908548708
2.422084303E9	0.07434685245085842
2.422104396E9	2.4380568413717585
2.4221244555E9	4.985670061913321
2.4221444035E9	14.794392993758809
2.4221642275E9	15.710970677451972
2.422183984E9	1.8519231743779456
2.4222037095E9	5.190029414747946
2.4222231845E9	6.994436356073211
2.4222423815E9	6.36405385659117
2.422261511E9	5.360580195842279
2.422280493E9	1.3017437854454867
2.422299341E9	11.612725051781826
2.4223181165E9	40.19891037282342
2.422336687E9	369.0725337966231
2.422355078E9	4.463922017099603
2.422373344E9	5.71765094391546
2.4223914915E9	7.573926955754165
2.422409616E9	18.018319262815208
2.4224276485E9	3.1304759781518223
2.4224454015E9	5.681279890685493
2.4224629445E9	20.99292318228513
2.4224804525E9	5.324339773636676
2.4224979275E9	2.5097960586617782
2.422515379E9	10.65312088038058
2.4225327585E9	0.0
2.4225500585E9	0.3169250347061546
2.422567299E9	0.5482463793404292
2.4225844335E9	0.0
2.4226013965E9	17.26308605341246
2.422618131E9	2.692821469402491
2.4226346495E9	8.312644658301863
2.4226509695E9	0.0
2.422667158E9	6.804456824512535
2.4226832645E9	4594.952360194296
2.422699046E9	3713.187681393099
2.4227145345E9	4.460767838676318
2.4227299925E9	1.3716006216006216
2.422745315E9	5.040655220051312
2.422760445E9	7.0759678597516436
2.4227754795E9	105.0672218520986
2.4227904805E9	4.866395410885806
2.4228054665E9	58.85066755674232
2.422820332E9	14.548098434004475
2.4228350035E9	14.621916118421053
2.4228494855E9	10.043487336487615
2.422863838E9	9.524105211749111
2.4228781165E9	6.069811586051744
2.4228922815E9	15.44087622288388
2.422906345E9	7.655588046501676
2.4229203365E9	59.936756911617245
2.4229342235E9	4.8389081957717925
2.422947994E9	7.833418311603176
2.4229616875E9	11.45833943476351
2.4229753115E9	1.3200883002207506
2.422988891E9	9.662097427960793
2.4230024295E9	4.518285460467871
2.4230158805E9	5.029938778557563
2.423029175E9	6.748086396362258
2.4230423195E9	9.248816251718344
2.4230552695E9	0.16500078088396064
2.4230680715E9	5.7436318174714796
2.4230808075E9	6.753905633580558
2.423093439E9	12.822305187068075
2.4231059945E9	69.39594314007347
2.4231185145E9	19.897667359003037
2.423130952E9	2.510237112567775
2.423143273E9	23.977533577533578
2.4231555095E9	12.286839514276338
2.4231676295E9	6.92283438433455
2.4231796505E9	2.9992493744787323
2.4231918045E9	26.655138821237212
2.4232038595E9	7.189365671641791
2.4232156425E9	6.049515882452862
2.423227393E9	7.606378442909525
2.4232390875E9	6.225861773280741
2.4232507015E9	0.43420370050146984
2.4232622495E9	5.380398959236774
2.423273756E9	3.8778193851780896
2.423285185E9	1974.8117802197803
2.423296521E9	5.94989820306276
2.423307804E9	5.91640784452924
2.423318868E9	14.457592780182337
2.4233297105E9	0.0
2.4233405315E9	19009.01627218935
2.423351346E9	8.974197724960696
2.423362075E9	3771.3319868482854
2.423372701E9	1870.2486094088808
2.423383302E9	294.7354412458707
2.4233938645E9	101.19990503323837
2.42340434E9	12.20564245273966
2.423414742E9	11.093903496099394
2.423425032E9	10.975384917132489
2.423435224E9	12.17787376067537
2.4234454025E9	5.809636184857424
2.423455571E9	9.03324481164552
2.4234657215E9	6.477402802447207
2.423475812E9	14.3499552105106
2.423485827E9	8.514875287989582
2.4234957655E9	112.03537497473216
2.4235055705E9	21.03684643886373
2.4235151125E9	13.62158411614005
2.4235244765E9	12.400961538461539
2.4235337995E9	0.004307559767391772
2.423543079E9	0.6298932384341637
2.4235523275E9	9.279921942758023
2.423561506E9	18.850760976677982
2.4235706125E9	12.382599118942732
2.4235796735E9	47.94171643441717
2.423588697E9	9.183231538034425
2.42359768E9	13.256221403861176
2.423606618E9	12.524621424565339
2.4236154535E9	4.590109639104614
2.423624191E9	110.27285239132928
2.4236328705E9	4.620486111111111
2.4236415085E9	3.0676238999536825
2.423650132E9	6.234119149924515
2.423658707E9	6.655111839793887
2.4236672305E9	0.07063939821344617
2.4236757315E9	8.49211207911467
2.423684195E9	1.6181667259575476
2.423692593E9	0.14301088126270478
2.4237008765E9	0.8929790346172599
2.4237090145E9	10.027006937561943
2.423717061E9	5.458670988654781
2.4237249765E9	0.0
2.4237327785E9	3.521041827046446
2.423740561E9	0.3850212327885729
2.42374833E9	8.873052658684177
2.423756067E9	24.057220708446867
2.4237637655E9	10.830559167750325
2.4237714305E9	0.0
2.423779045E9	43.728422717090524
2.4237866105E9	0.0
2.4237941445E9	7.236513420143503
2.423801665E9	8.710312707917499
2.423809115E9	5.244278943805011
2.4238164475E9	4.350824175824176
2.4238237265E9	5.379637262984336
2.423831E9	5.511624707662677
2.423838242E9	7.13998613998614
2.4238454155E9	11.782669657879978
2.423852514E9	6.032130219391366
2.4238595685E9	3.4846678023850086
2.423866605E9	4.415421823872528
2.423873604E9	5.62778016932128
2.423880568E9	5.717200747233798
2.423887511E9	0.0
2.4238944165E9	36.290674026728645
2.423901252E9	0.0
2.423908013E9	2.625389755011136
2.4239147475E9	7.477576477576478
2.4239214795E9	0.39702823179791974
2.423928106E9	10.987122489652
2.4239346155E9	0.04556650246305419
2.423941106E9	7.20863531225906
2.423947577E9	5.457642868205049
2.423953934E9	2.2828831708486494
2.423960178E9	13.298186486920237
2.4239664075E9	12.202312138728324
2.4239725855E9	6.474216710182768
2.4239786595E9	11.593189368770764
2.4239846745E9	4.979700499168053
2.4239906665E9	12.565785068630733
2.4239966135E9	6.138006756756757
2.4240025335E9	4.113682432432433
2.4240084515E9	4.4068627450980395
2.4240143565E9	5.649304377332881
2.4240202055E9	10.829772570640937
2.424025977E9	1.5013068478829064
2.42403171E9	24.207787672428847
2.4240374355E9	29.13714185883997
2.4240430915E9	1497.6123836793129
2.424048676E9	3.1370722092814907
2.424054224E9	0.0
2.424059736E9	11.233980758758396
2.424065227E9	6.621048784944272
2.424070671E9	17.77673130193906
2.424076071E9	5.738904363974002
