#Position (bp)	insert size
1.075743188E9	372.07625638937895
1.081803713E9	372.4425619762722
1.087864238E9	373.0262414321132
1.093924763E9	372.52040910432345
1.099985288E9	371.03155339805824
1.106045813E9	369.6174179498877
1.1117359955E9	368.49826078692263
1.114766258E9	361.04968
1.118166863E9	366.47873730168277
1.124227388E9	371.3844243346138
1.130287913E9	371.96075690883515
1.136348438E9	373.8087085308057
1.142408963E9	372.49551360022565
1.148469488E9	371.253815623616
1.154530013E9	372.37267159757937
1.160590538E9	371.4623993217465
1.166651063E9	371.472438509196
1.172711588E9	371.18632892057025
1.178772113E9	369.3276167099664
1.1818822675E9	341.04484967964515
1.18491253E9	368.1444383571025
1.190893163E9	369.49711374742174
1.196953688E9	370.82278593107225
1.203014213E9	372.3011541918292
1.209074738E9	372.6861055518494
1.215135263E9	372.25493963390886
1.221195788E9	373.75010546904963
1.227256313E9	371.968662288947
1.233316838E9	371.045427967049
1.239377363E9	372.19026209804576
1.245391653E9	371.10978625843956
1.2484219155E9	355.0879759087976
1.251498413E9	368.72625603040785
1.257558938E9	365.18856567907
1.263619463E9	369.1267339926787
1.269679988E9	369.8562119130649
1.275740513E9	372.11234942528733
1.281801038E9	372.7434929712545
1.287861563E9	372.72351168736304
1.293922088E9	370.10719393093825
1.299982613E9	369.9270850041789
1.306043138E9	368.68942329797363
1.309719165E9	365.07525852868656
1.3127494275E9	372.2962861302719
1.318164188E9	369.3269056084711
1.324224713E9	368.8791998222559
1.330285238E9	367.1420882669537
1.336345763E9	367.44209331873645
1.342406288E9	367.4350066744873
1.348466813E9	366.67931532109355
1.354527338E9	367.195379622994
1.360587863E9	365.8631867132057
1.366648388E9	367.6024971642812
1.3700714755E9	368.3399760063983
1.373101738E9	368.9321438400147
1.378769438E9	370.95946638009923
1.384829963E9	371.941905600963
1.390890488E9	371.24253986237693
1.396951013E9	373.68132030650634
1.403011538E9	371.4863328589296
1.409072063E9	372.173798866478
1.415132588E9	370.3618487380224
1.421193113E9	370.9830776744691
1.426217195E9	352.80576780641474
1.4292474575E9	372.9273581794195
1.433314163E9	371.852305351531
1.439374688E9	372.1291754117605
1.445435213E9	373.25789793714324
1.451495738E9	371.6245344466194
1.457556263E9	372.6589796735931
1.463616788E9	372.90092890612823
1.469677313E9	372.11187303542795
1.475737838E9	371.55057234331827
1.481798363E9	371.95640562973654
1.4852620925E9	339.2128792930338
1.488292355E9	365.77240690564093
1.493919413E9	364.8675622362606
1.499979938E9	366.429821600573
1.506040463E9	369.05510301083376
1.512100988E9	370.44813206194317
1.518161513E9	371.76506834947384
1.524222038E9	370.1506494763068
1.530282563E9	367.6257990480116
1.536343088E9	368.34380411776027
1.541143975E9	370.57609325978024
1.5441742375E9	372.73563294491527
1.548464138E9	370.8019549207766
1.554524663E9	373.19161247085697
1.560585188E9	373.1206729475101
1.566645713E9	372.67103133863475
1.572706238E9	373.39007814836975
1.578766763E9	372.0835515685073
1.584827288E9	372.10473458941885
1.590887813E9	371.84450308301246
1.5965550695E9	372.527901369863
1.599585332E9	369.99723520505563
1.603008863E9	369.83146096953976
1.609069388E9	369.29844415370127
1.615129913E9	369.10995485437684
1.621190438E9	371.27246732379035
1.627250963E9	371.91902503293807
1.633311488E9	366.77967422138437
1.639372013E9	372.25902823081526
1.645432538E9	372.37965276741755
1.651493063E9	370.26782561336626
1.6547785435E9	367.4084018626771
1.657808806E9	365.66946661797186
1.663614113E9	363.5743913362104
1.669674638E9	364.9271064301552
1.675735163E9	371.51938448010554
1.681795688E9	371.9303782047233
1.687856213E9	371.7742776603242
1.693916738E9	368.4489074102881
1.699977263E9	370.59066233231965
1.705875606E9	370.8488217433978
1.7089058685E9	308.2028010185522
1.712098313E9	372.22648709315376
1.718158838E9	373.0606391544577
1.724219363E9	372.79084936997793
1.730279888E9	370.40349343495643
1.736340413E9	368.60753936049343
1.742400938E9	372.68263376259495
1.748461463E9	371.45594585132454
1.754521988E9	371.3146577511878
1.759643948E9	369.90850286515024
1.7626742105E9	370.93073173512727
1.766643038E9	371.5546752640111
1.772703563E9	372.4280346142034
1.778764088E9	372.56316761176316
1.784824613E9	373.65775933609956
1.790885138E9	372.55696261682243
1.796945663E9	373.90713068181816
1.803006188E9	372.6993589984586
1.809066713E9	367.3476037227103
1.8129015965E9	370.01747566964957
1.815931859E9	370.5928710534081
1.821187763E9	370.14710607515957
1.827248288E9	369.1898528060361
1.833308813E9	373.2204404310897
1.839369338E9	371.97386717813475
1.845429863E9	372.37033617324886
1.851490388E9	371.6020554812834
1.857550913E9	369.36839996074326
1.86112494E9	364.31230341432286
1.8641552025E9	368.4685240323267
1.869671963E9	370.6890900134423
1.875732488E9	370.3208344987578
1.881793013E9	371.3693799870794
1.887853538E9	368.8070101794522
1.893914063E9	368.4912324975578
1.899974588E9	369.4121245230973
1.905072828E9	369.56066165116306
1.9081030905E9	338.8263117948253
1.912095638E9	371.5168362725771
1.918156163E9	372.7795880644309
1.924216688E9	370.42109498714984
1.930277213E9	369.7593557943321
1.936337738E9	369.37626734954364
1.942398263E9	368.92188660371926
1.948458788E9	361.86135514245495
1.9517024095E9	346.8119031054329
1.954732672E9	370.65942993653806
1.960579838E9	371.0052834688706
1.966640363E9	369.3803365376493
1.972700888E9	370.75644865314035
1.978761413E9	371.65671264407905
1.984821938E9	373.8030807419951
1.990882463E9	373.35012853470437
1.99470617E9	369.67869188484116
1.9977364325E9	329.14724053544444
2.003003513E9	372.44697588521507
2.009064038E9	372.11662355150787
2.015124563E9	370.5046347079757
2.021185088E9	369.8659794674206
2.027245613E9	365.9416830209109
2.033306138E9	367.72432950798884
2.0376677585E9	366.4908855067451
2.040698021E9	366.28757978496196
2.045427188E9	369.9390454468796
2.051487713E9	369.30313101999985
2.057548238E9	364.241562445094
2.063608763E9	370.39202504756133
2.069669288E9	370.6129850324283
2.075729813E9	369.8366089387379
2.08062241E9	366.02229159761794
2.0836526725E9	369.6253567413301
2.087850863E9	369.63372763117985
2.093911388E9	370.2770503041505
2.099971913E9	371.9891857069232
2.106032438E9	371.6693975112214
2.112092963E9	371.35697000544707
2.118153488E9	372.72882387696274
2.122814749E9	339.69784474607854
2.1258450115E9	332.80884808879205
2.130274538E9	368.37005700035627
2.136335063E9	332.92700278097647
2.142395588E9	370.6874533448177
2.148456113E9	367.9967935235525
2.154516638E9	368.05562053706535
2.160577163E9	365.48466802486547
2.164333346E9	360.9392804888545
2.1673636085E9	366.5179333302077
2.172698213E9	370.07858057838973
2.178758738E9	371.1652690972222
2.184819263E9	371.8947418913144
2.190879788E9	372.5548514458787
2.196940313E9	372.0011881978395
2.200471474E9	374.9675190456505
2.2035017365E9	359.755265045835
2.209061363E9	369.98504937072755
2.215121888E9	369.10887840551084
2.221182413E9	369.3843967150979
2.227242938E9	369.84313790750696
2.233303463E9	366.35412594953164
2.239363988E9	359.37713099830665
2.245424513E9	371.3655343100076
2.251485038E9	370.4130245547858
2.2550298675E9	361.1542660155128
2.256716793E9	365.038511781728
2.2592324885E9	368.7969042099753
2.263606088E9	370.92414500208537
2.2680379885E9	359.30908506190707
2.271068251E9	370.87212528515937
2.275150289E9	369.9337793052657
2.2781805515E9	371.3292154135646
2.2810649335E9	370.6663649454845
2.284095196E9	359.7125100702037
2.286863889E9	371.14800035696527
2.2898941515E9	368.25128511345343
2.292569301E9	367.00446946830743
2.2955995635E9	370.17527654661257
2.298023116E9	371.24084425597533
2.3010533785E9	361.18519654225804
2.3032761955E9	365.9719354515385
2.305726498E9	370.4622617995604
2.3084800655E9	360.40234375
2.310562795E9	356.65820174223535
2.3135930575E9	361.76785517974275
2.3153597735E9	367.19823594266813
2.3173218515E9	367.54265129682994
2.320112891E9	368.3507603554688
2.3218157355E9	356.85989769589423
2.324104308E9	367.6089213124274
2.3264999105E9	372.0427195198989
2.3281018815E9	373.1143060322172
2.3305262675E9	360.5985961590751
2.332696249E9	371.66841878500645
2.3340637585E9	371.032196969697
2.3361446245E9	368.094974502853
2.338413254E9	358.8616090410652
2.3396969045E9	371.01858597179415
2.341282827E9	368.79218667425505
2.343768183E9	371.4339824066957
2.345212523E9	373.713536201469
2.3464412305E9	347.1186119289424
2.348664199E9	371.0931286652181
2.3506764065E9	374.0886040087825
2.351829762E9	372.3393182774583
2.3532287305E9	346.84223859972366
2.35533412E9	365.43735683503513
2.356965414E9	369.10756608933457
2.3579923135E9	367.65384615384613
2.3594256075E9	369.28775224360635
2.3613898805E9	371.36043360433604
2.362986849E9	369.20504796804875
2.363964524E9	360.4243305905351
2.3652977505E9	371.0771131063061
2.367184152E9	330.11508276255705
2.368881188E9	373.1653058351517
2.3697565645E9	375.07671721677076
2.3706984965E9	354.17292468048146
2.372334567E9	363.3091178406847
2.3739034665E9	369.6362761532253
2.3752063695E9	371.67959400090893
2.375970559E9	371.80117647058825
2.3769485995E9	365.01570289132604
2.378384549E9	336.04762833828744
2.379784425E9	371.7125496789972
2.3811339795E9	370.5130190007037
2.381829853E9	378.98239823982397
2.3825553845E9	368.35981253661396
2.3839077945E9	358.0021556489056
2.385231647E9	366.1085168980085
2.3865327585E9	368.8563829787234
2.387513637E9	364.1652689415847
2.3881178915E9	362.4061302681992
2.388976153E9	366.51677894211576
2.390135233E9	370.2297163995068
2.3912785605E9	371.480978017048
2.3924167735E9	372.31915091272236
2.393445447E9	371.58438681089535
2.3939914115E9	371.01728201099763
2.394571339E9	367.30007052186176
2.3955587125E9	366.2450665442864
2.3965083185E9	346.36860914554023
2.3973815095E9	371.65015794223825
2.398204472E9	354.5684644670051
2.399008019E9	324.3200124466572
2.3996857855E9	372.3916069600819
2.400080534E9	377.45508390918064
2.400576461E9	366.1029309946919
2.401268413E9	341.44221520783475
2.401882513E9	367.35447360343767
2.4024857835E9	361.79146816803814
2.4030750295E9	371.1837505904582
2.4036453465E9	369.8899929027679
2.404194517E9	366.92435637836275
2.4047122695E9	368.58637568835405
2.4051954835E9	368.30867825434535
2.4056611505E9	367.2023346303502
2.4059597555E9	370.6447459986082
2.406188412E9	373.53191888847164
2.4065714E9	370.07615160349854
2.4070052555E9	372.7482984623141
2.4074245895E9	367.4996567112942
2.407839546E9	353.0577416265836
2.4082493335E9	344.464417989418
2.4086503585E9	349.0070921985816
2.4090421515E9	365.6997202662294
2.409427902E9	370.1758879781421
2.409805046E9	367.7586816351913
2.410161153E9	372.6098138747885
2.4104943005E9	343.0354551385875
2.410818599E9	371.2769378449724
2.411123151E9	361.6855109440043
2.411403608E9	369.0171845574388
2.411678159E9	360.57132257466145
2.411941166E9	352.65889976980407
2.4120781315E9	373.6330275229358
2.412203583E9	374.00971397733406
2.4124428045E9	369.370009199632
2.4126909585E9	373.53546409807353
2.412929563E9	366.3144337527757
2.41315913E9	352.1623616236162
2.413379875E9	367.3077978504459
2.4135920255E9	365.39866369710467
2.413802629E9	358.2366855907002
2.4140093035E9	372.24289405684755
2.4142075505E9	371.7921903052065
2.4143957815E9	367.0088980150582
2.4145791295E9	369.7834728033473
2.4147587085E9	372.4877454958611
2.414931115E9	371.45868945868943
2.4150951695E9	363.2496733923646
2.415253924E9	376.6681034482759
2.415408627E9	365.35219949565703
2.4155600265E9	369.83815028901734
2.4157084505E9	374.16380016380015
2.4158498925E9	370.83639031548057
2.415986574E9	371.76619273301736
2.4161227585E9	367.40785498489424
2.416256149E9	373.2902564102564
2.4163852695E9	292.25844346549195
2.416512669E9	374.9549461312439
2.4166347765E9	320.6062148876405
2.416749712E9	371.63935164340387
2.416859066E9	365.06177260519246
2.416964761E9	371.5109833971903
2.4170659975E9	364.4431984397855
2.417162979E9	363.311446040366
2.4172582435E9	0.0
2.4173505735E9	366.5110339190846
2.4174374315E9	364.19444444444446
2.4175190495E9	375.35911602209944
2.4175993905E9	332.02830188679246
2.4176783755E9	362.8660918027032
2.4177553255E9	353.1551724137931
2.417831197E9	379.83673469387753
2.4179067045E9	370.6278392545137
2.4179826515E9	336.8571389211856
2.418058242E9	372.5325172149962
2.4181224995E9	307.3414832925835
2.418159414E9	401.59016393442624
2.418205188E9	358.6145365455288
2.4182750285E9	353.3688489516474
2.4183428225E9	365.8969474969475
2.418410283E9	356.0529436679373
2.418477194E9	372.28028673835126
2.418543574E9	368.8848167539267
2.4186097135E9	366.91045638359327
2.418675613E9	349.2377677862999
2.418741227E9	374.2814814814815
2.418805693E9	372.33993576017133
2.418868672E9	365.3090717299578
2.4189308255E9	353.892094017094
2.418991469E9	370.28920409771473
2.4190506425E9	372.0206718346253
2.4191079875E9	339.75726565697914
2.4191626E9	377.5801047120419
2.419215914E9	367.4480587618048
2.419268586E9	385.978886756238
2.4193204205E9	366.03407407407406
2.4193717995E9	356.02453987730064
2.4194229305E9	218.5
2.4194739365E9	258.3981409759876
2.4195241455E9	348.22936393004346
2.41957283E9	372.27065527065525
2.419620464E9	367.00904977375563
2.419667433E9	313.0896551724138
2.41971306E9	370.3299620733249
2.4197575325E9	376.6542857142857
2.4198017625E9	374.01425438596493
2.419845666E9	375.2562620423892
2.4198883255E9	363.14521452145215
2.4199299245E9	368.6451247165533
2.419970851E9	335.4400839838796
2.4200110165E9	0.0
2.420051009E9	376.87147335423197
2.420090877E9	0.0
2.4201298455E9	368.5021116846551
2.4201678345E9	333.06176203451406
2.420205613E9	373.1286370597243
2.420243184E9	370.1678832116788
2.420280559E9	363.00785787495727
2.420317194E9	213.00444444444443
2.4203527895E9	289.4397463002114
2.420388023E9	371.97852760736197
2.4204227395E9	345.6323024054983
2.420456698E9	365.3883495145631
2.4204902945E9	0.0
2.4205236435E9	282.9761620977354
2.4205560195E9	381.0300261096606
2.420587549E9	315.7790007618589
2.420618918E9	340.46831122488555
2.4206499595E9	366.982332155477
2.42068066E9	348.7583360845163
2.4207107975E9	351.56635292122445
2.420740466E9	370.6158113730929
2.4207699155E9	369.83820662768034
2.420798686E9	311.8728813559322
2.420826881E9	365.6404255319149
2.4208548905E9	365.67070707070707
2.4208827165E9	362.23977279043004
2.4209103175E9	327.15281899109794
2.4209376005E9	320.19536506700774
2.4209646635E9	365.0487288135593
2.4209914535E9	375.9935897435897
2.421018004E9	370.06006006006004
2.421044309E9	379.64918032786886
2.4210703815E9	372.8167597765363
2.4210963865E9	256.02285714285716
2.4211222145E9	230.9033078880407
2.421147785E9	20.0
2.4211730045E9	371.0048780487805
2.4211979135E9	350.45454545454544
2.4212226915E9	385.42487046632124
2.4212473475E9	368.3314606741573
2.421271866E9	358.8244680851064
2.421296257E9	364.0438596491228
2.421320557E9	365.4652920962199
2.4213445865E9	372.2532110091743
2.4213683155E9	370.4326241134752
2.4213919455E9	369.40776699029124
2.4214155065E9	377.5102817974105
2.421439032E9	355.17045454545456
2.421462501E9	347.8380281690141
2.4214859205E9	373.1130221130221
2.4215092545E9	374.9974093264249
2.4215324675E9	352.38709677419354
2.421555553E9	368.6241379310345
2.421578508E9	372.337037037037
2.4216012195E9	366.5097402597403
2.421623736E9	0.0
2.421646079E9	362.0517560073937
2.421668226E9	368.30384615384617
2.4216902475E9	363.30131004366814
2.4217119585E9	360.22627737226276
2.421733372E9	365.9189189189189
2.4217546325E9	373.9064449064449
2.421775792E9	241.5
2.421796816E9	305.531914893617
2.421817722E9	373.2851612903226
2.4218386065E9	374.611320754717
2.4218594435E9	315.03932584269666
2.4218802435E9	357.2543352601156
2.4219010375E9	369.6412429378531
2.4219217215E9	342.63157894736844
2.421942296E9	375.0315581854043
2.421962814E9	353.44813614262563
2.4219832225E9	360.6832061068702
2.4220035635E9	258.92926490984746
2.422023864E9	349.4492017416546
2.422044067E9	343.98823529411766
2.4220641955E9	377.8941947565543
2.422084303E9	365.0
2.422104396E9	337.531914893617
2.4221244555E9	365.7582089552239
2.4221444035E9	328.721568627451
2.4221642275E9	369.86571428571426
2.422183984E9	359.38028169014086
2.4222037095E9	373.20520231213874
2.4222231845E9	371.03516483516484
2.4222423815E9	365.1304347826087
2.422261511E9	376.84393063583815
2.422280493E9	349.5111111111111
2.422299341E9	359.81598984771574
2.4223181165E9	354.55837173579107
2.422336687E9	348.9465793161892
2.422355078E9	384.3381818181818
2.422373344E9	356.20157068062827
2.4223914915E9	369.35483870967744
2.422409616E9	370.09057971014494
2.4224276485E9	347.4973544973545
2.4224454015E9	369.4881656804734
2.4224629445E9	361.690664556962
2.4224804525E9	381.5852090032154
2.4224979275E9	291.13461538461536
2.422515379E9	365.63434022257553
2.4225327585E9	0.0
2.4225500585E9	328.42857142857144
2.422567299E9	307.2
2.4225844335E9	0.0
2.4226013965E9	339.9427527405603
2.422618131E9	376.1794871794872
2.4226346495E9	369.10917030567686
2.4226509695E9	0.0
2.422667158E9	373.2021563342318
2.4226832645E9	360.21840802137245
2.422699046E9	329.78479324540706
2.4227145345E9	356.6468085106383
2.4227299925E9	374.2676056338028
2.422745315E9	381.9230769230769
2.422760445E9	374.69832402234636
2.4227754795E9	432.7724441187248
2.4227904805E9	365.31020408163266
2.4228054665E9	366.5245295698925
2.422820332E9	318.2065789473684
2.4228350035E9	293.3311518324607
2.4228494855E9	322.99607843137255
2.422863838E9	367.5064935064935
2.4228781165E9	371.54333333333335
2.4228922815E9	366.9918144611187
2.422906345E9	359.43646408839777
2.4229203365E9	325.20895020188425
2.4229342235E9	363.92825112107624
2.422947994E9	380.22222222222223
2.4229616875E9	380.2900188323917
2.4229753115E9	323.758064516129
2.422988891E9	368.14502164502164
2.4230024295E9	381.25853658536585
2.4230158805E9	372.3722943722944
2.423029175E9	368.46644295302013
2.4230423195E9	364.9821029082774
2.4230552695E9	342.85714285714283
2.4230680715E9	341.1033210332103
2.4230808075E9	354.8466898954704
2.423093439E9	342.4316666666667
2.4231059945E9	342.94611528822054
2.4231185145E9	363.4954022988506
2.423130952E9	388.10185185185185
2.423143273E9	367.7372047244094
2.4231555095E9	360.98830409356725
2.4231676295E9	357.4078014184397
2.4231796505E9	365.4227642276423
2.4231918045E9	352.5128424657534
2.4232038595E9	348.4033898305085
2.4232156425E9	378.0375
2.423227393E9	364.26510067114094
2.4232390875E9	367.50205761316874
2.4232507015E9	297.8333333333333
2.4232622495E9	380.40865384615387
2.423273756E9	361.4557823129252
2.423285185E9	296.06165330043183
2.423296521E9	370.45175438596493
2.423307804E9	393.2062780269058
2.423318868E9	342.3663003663004
2.4233297105E9	0.0
2.4233405315E9	355.97748222262896
2.423351346E9	313.3453453453453
2.423362075E9	349.5863126233532
2.423372701E9	338.0434806913978
2.423383302E9	332.9879111610908
2.4233938645E9	342.85017515494474
2.42340434E9	380.6870588235294
2.423414742E9	275.53562653562653
2.423425032E9	346.0149625935162
2.423435224E9	246.3267543859649
2.4234454025E9	364.0959595959596
2.423455571E9	372.9073482428115
2.4234657215E9	269.72566371681415
2.423475812E9	371.08281573498965
2.423485827E9	369.92198581560285
2.4234957655E9	364.38086202222826
2.4235055705E9	350.88428571428574
2.4235151125E9	352.378752886836
2.4235244765E9	361.16195372750644
2.4235337995E9	20.0
2.423543079E9	377.85
2.4235523275E9	394.4583333333333
2.423561506E9	380.1818181818182
2.4235706125E9	281.0892857142857
2.4235796735E9	254.9426063470628
2.423588697E9	374.2939068100358
2.42359768E9	356.6212871287129
2.423606618E9	385.5078947368421
2.4236154535E9	303.86524822695037
2.423624191E9	221.9699248120301
2.4236328705E9	375.6044776119403
2.4236415085E9	337.1011235955056
2.423650132E9	381.50276243093924
2.423658707E9	357.43367346938777
2.4236672305E9	377.0
2.4236757315E9	377.2317073170732
2.423684195E9	394.5625
2.423692593E9	314.5
2.4237008765E9	361.62068965517244
2.4237090145E9	358.25252525252523
2.423717061E9	353.7142857142857
2.4237249765E9	0.0
2.4237327785E9	338.0673076923077
2.423740561E9	328.3
2.42374833E9	370.7307692307692
2.423756067E9	356.4470404984424
2.4237637655E9	378.56597222222223
2.4237714305E9	0.0
2.423779045E9	382.0735426008969
2.4237866105E9	0.0
2.4237941445E9	357.9465240641711
2.423801665E9	365.3497757847534
2.423809115E9	387.1461538461538
2.4238164475E9	350.1192660550459
2.4238237265E9	372.7480916030534
2.423831E9	366.2518518518518
2.423838242E9	378.12138728323697
2.4238454155E9	320.7395833333333
2.423852514E9	372.38461538461536
2.4238595685E9	362.0238095238095
2.423866605E9	389.2019230769231
2.423873604E9	378.25954198473283
2.423880568E9	369.22556390977445
2.423887511E9	0.0
2.4238944165E9	365.59763313609466
2.423901252E9	0.0
2.423908013E9	275.04761904761904
2.4239147475E9	342.38690476190476
2.4239214795E9	307.8888888888889
2.423928106E9	390.26229508196724
2.4239346155E9	568.0
2.423941106E9	341.3803680981595
2.423947577E9	372.77966101694915
2.423953934E9	418.9019607843137
2.423960178E9	381.24642857142857
2.4239664075E9	347.99619771863115
2.4239725855E9	352.2043795620438
2.4239786595E9	370.2808510638298
2.4239846745E9	370.74257425742576
2.4239906665E9	322.75
2.4239966135E9	355.01612903225805
2.4240025335E9	370.30120481927713
2.4240084515E9	361.15909090909093
2.4240143565E9	371.03508771929825
2.4240202055E9	368.5734597156398
2.424025977E9	309.6666666666667
2.42403171E9	336.68163265306123
2.4240374355E9	350.31615120274915
2.4240430915E9	361.14056575282706
2.424048676E9	383.8813559322034
2.424054224E9	0.0
2.424059736E9	356.5904761904762
2.424065227E9	390.099173553719
2.424070671E9	358.95238095238096
2.424076071E9	365.4326923076923
2.424081423E9	370.1623931623932
2.424086736E9	0.0
2.424092034E9	360.875
2.4240973105E9	228.48717948717947
2.4241025485E9	382.5
2.424107729E9	305.54918032786884
2.4241128665E9	331.25
2.4241179815E9	0.0
2.42412308E9	369.1206030150754
2.4241281575E9	398.22352941176473
2.424133209E9	0.0
2.4241382495E9	366.3533755274262
2.424143266E9	368.61290322580646
2.424148257E9	327.06550059612084
2.4241532335E9	0.0
2.424158185E9	344.88461538461536
2.4241631205E9	363.2093023255814
