#Position (bp)	mapping quality
3030263.0	59.13963699715424
9090788.0	59.069064481791756
1.5151313E7	59.10806535678747
2.1211838E7	59.18329234326574
2.7272363E7	59.238710630878536
3.3332888E7	59.21151811206005
3.9393413E7	59.206908893569185
4.5453938E7	59.235240399417094
5.1514463E7	59.308924252345
5.7574988E7	59.07511256781147
6.3635513E7	59.33379045085532
6.9696038E7	59.115977068138655
7.5756563E7	59.15789403801682
8.1817088E7	59.02479593646951
8.7877613E7	59.19683436868531
9.3938138E7	57.99001710205554
9.9998663E7	59.20503632446817
1.058157535E8	59.0819219366833
1.08846016E8	58.11696949626461
1.12119713E8	59.082642549971375
1.18180238E8	59.0500664366721
1.24240763E8	55.68994753802026
1.30301288E8	59.26982559402486
1.36361813E8	58.87090837731332
1.42422338E8	59.15614983361529
1.48482863E8	59.104964893746526
1.54543388E8	58.973497823986754
1.60603913E8	59.20240420766061
1.66664438E8	59.12330477058663
1.72724963E8	59.22270547360694
1.78785488E8	59.42447428550917
1.84846013E8	59.25977599986314
1.90906538E8	59.255621682505904
1.96967063E8	59.17289035187598
2.03027588E8	59.49687665663497
2.08354926E8	59.207931106115865
2.113851885E8	37.15020315054559
2.15148638E8	57.256976013338985
2.21209163E8	56.38858223227845
2.27269688E8	57.05218372868865
2.33330213E8	58.51568995200505
2.39390738E8	59.15763336089449
2.45451263E8	59.204967876155976
2.51511788E8	58.597455395397446
2.57572313E8	59.42458540731993
2.63632838E8	59.19204122749426
2.69693363E8	59.31806795270324
2.75753888E8	59.37028438413366
2.81814413E8	58.72957666830785
2.87874938E8	59.40101796309409
2.93935463E8	59.28888307985138
2.99995988E8	59.284231553104
3.06056513E8	45.730834651748744
3.100092195E8	59.11672490692861
3.13039482E8	58.853448468828965
3.18177563E8	59.00739385755307
3.24238088E8	59.192562999034685
3.30298613E8	59.04248364239084
3.36359138E8	59.27058723704866
3.42419663E8	59.02260889864518
3.48480188E8	59.328949157549744
3.54540713E8	59.12126615296368
3.60601238E8	59.09511276449581
3.66661763E8	58.461227346103236
3.72722288E8	58.85083822222709
3.78782813E8	59.04264790877464
3.84843338E8	59.062450570971805
3.90903863E8	49.255814561275116
3.96964388E8	58.854214455923035
4.02444307E8	59.04249744507573
4.054745695E8	58.626684256076224
4.09085438E8	58.95034462222427
4.15145963E8	59.067153008246166
4.21206488E8	58.10293689612464
4.27267013E8	59.0326822644059
4.33327538E8	59.0348756906962
4.39388063E8	59.2577805878409
4.45448588E8	59.05808169193286
4.51509113E8	59.18194648238642
4.57569638E8	59.19296250657086
4.63630163E8	59.10876015126695
4.69690688E8	58.44883406098424
4.75751213E8	59.37834332412732
4.81811738E8	58.84772093174267
4.87872263E8	58.79707246564408
4.93932788E8	59.46956126737623
4.977176485E8	59.136607968729166
5.00747911E8	58.83033367052921
5.06053838E8	59.29526582351522
5.12114363E8	57.816723771755385
5.18174888E8	59.211859725858595
5.24235413E8	59.22806476980206
5.30295938E8	58.41486922968671
5.36356463E8	59.12204378730317
5.42416988E8	59.20515401953198
5.48477513E8	59.167749765358145
5.54538038E8	59.36986034950183
5.60598563E8	59.19261922197494
5.66659088E8	59.41157478001029
5.72719613E8	59.43424018197705
5.78780138E8	59.20591308965465
5.848168205E8	59.25917207209925
5.87847083E8	57.494705917315514
5.90901188E8	58.785259462789156
5.96961713E8	59.269059427932696
6.03022238E8	59.291076555817114
6.09082763E8	59.42655750488485
6.15143288E8	59.32362459983418
6.21203813E8	59.13842336905021
6.27264338E8	53.96662198879968
6.33324863E8	58.795009239478375
6.39385388E8	59.09522583998645
6.45445913E8	59.095880745074275
6.51506438E8	59.30807015061193
6.57566963E8	59.33943880371971
6.63627488E8	57.5028030969075
6.69688013E8	59.14497978263608
6.73249596E8	58.28814663585116
6.762798585E8	58.615735482697445
6.81809063E8	59.151821517109894
6.87869588E8	59.149548606983984
6.93930113E8	58.66492029428975
6.99990638E8	59.13470640298561
7.06051163E8	59.329313856858974
7.12111688E8	58.66726883418678
7.18172213E8	58.9676686522435
7.24232738E8	59.15740157439495
7.30293263E8	59.29372850673285
7.36353788E8	59.18080391171928
7.42414313E8	59.067453845755324
7.48474838E8	59.382510561007706
7.529792235E8	59.24118493044404
7.56009486E8	58.61444040445949
7.60595888E8	59.1550636125673
7.66656413E8	59.306688861290404
7.72716938E8	59.28408827806358
7.78777463E8	54.071900787767746
7.84837988E8	59.21986746458759
7.90898513E8	59.233914281793574
7.96959038E8	57.72801957347327
8.03019563E8	59.337043384135235
8.09080088E8	59.52029721354753
8.15140613E8	59.4278579371822
8.21201138E8	59.33451960005715
8.27261663E8	59.357677844627425
8.314417805E8	59.14516237971688
8.34472043E8	55.888877096611026
8.39382713E8	59.05219909921793
8.45443238E8	59.29769679103517
8.51503763E8	59.3051154055203
8.57564288E8	59.41552896592266
8.63624813E8	59.14862786348883
8.69685338E8	59.34604452909927
8.75745863E8	59.479475697208635
8.81806388E8	59.45637884397244
8.87866913E8	59.06110200583163
8.93927438E8	59.02256195484509
8.99987963E8	59.07585947905924
9.04517679E8	36.409315713383336
9.075479415E8	59.35833266371137
9.12109013E8	59.34901147412097
9.18169538E8	59.41900975687487
9.24230063E8	59.36796408110331
9.30290588E8	59.125477867328236
9.36351113E8	59.603800182514036
9.42411638E8	59.26439414946358
9.48472163E8	58.54014784367094
9.54532688E8	59.2449221846255
9.60593213E8	59.27472153860709
9.66653738E8	58.99403816331122
9.72714263E8	58.62937628122632
9.768683365E8	59.165305897914195
9.79898599E8	55.03665485336511
9.84835313E8	59.10552543114594
9.90895838E8	59.18661155631185
9.96956363E8	59.13261091282252
1.003016888E9	58.84859626400155
1.009077413E9	59.17270382805424
1.015137938E9	59.1494430745568
1.021198463E9	59.31756630383662
1.027258988E9	59.434789960965944
1.033319513E9	57.05396401259823
1.039380038E9	59.38729954277303
1.0443459135E9	59.27748613124385
1.047376176E9	58.65405776237147
1.051501088E9	58.43981273826621
1.057561613E9	59.14972729477851
1.063622138E9	59.28759540182604
1.069682663E9	59.181300908719564
1.075743188E9	59.209117571063565
1.081803713E9	59.099123485389406
1.087864238E9	59.35623673802927
1.093924763E9	59.15186103181993
1.099985288E9	59.27742940102764
1.106045813E9	59.251354243780696
1.1117359955E9	56.6114543878226
1.114766258E9	59.27942812023504
1.118166863E9	59.279849038439174
1.124227388E9	59.39828030088396
1.130287913E9	59.36261313256431
1.136348438E9	59.186685814287955
1.142408963E9	59.09695788713208
1.148469488E9	59.291442711362215
1.154530013E9	59.182561265509044
1.160590538E9	59.313435327087326
1.166651063E9	59.033469707999814
1.172711588E9	59.10726272409456
1.178772113E9	59.27663318224167
1.1818822675E9	48.43278878333784
1.18491253E9	59.28649631090294
1.190893163E9	59.42640425197769
1.196953688E9	59.10342252218909
1.203014213E9	57.23676364608533
1.209074738E9	59.141033950902745
1.215135263E9	59.37220282111868
1.221195788E9	59.225657667495724
1.227256313E9	59.27879886061103
1.233316838E9	59.28964513135515
1.239377363E9	59.291844047549496
1.245391653E9	58.70682185413235
1.2484219155E9	58.567369244801526
1.251498413E9	59.31539386453369
1.257558938E9	59.39838972056049
1.263619463E9	59.33390082060017
1.269679988E9	58.68807358192484
1.275740513E9	59.069948099749425
1.281801038E9	59.23009854147408
1.287861563E9	59.01980673852752
1.293922088E9	59.212382018567524
1.299982613E9	59.30454036397008
1.306043138E9	59.09115087032665
1.309719165E9	58.84860560594891
1.3127494275E9	59.032172545798424
1.318164188E9	59.04625165745146
1.324224713E9	59.36905467173802
1.330285238E9	59.41116613682734
1.336345763E9	59.504756942914874
1.342406288E9	59.535316609561406
1.348466813E9	59.38292830856393
1.354527338E9	58.80748637086517
1.360587863E9	59.59280084068335
1.366648388E9	59.38713712240837
1.3700714755E9	58.85548136691447
1.373101738E9	58.732884350339134
1.378769438E9	58.83025121486833
1.384829963E9	59.15142961434518
1.390890488E9	58.892304044155246
1.396951013E9	59.267273742582965
1.403011538E9	59.25102003056955
1.409072063E9	59.0362375942183
1.415132588E9	59.121349723568024
1.421193113E9	58.767273626297026
1.426217195E9	56.97316580283755
1.4292474575E9	58.94074604273559
1.433314163E9	58.89569529919502
1.439374688E9	58.89370608224517
1.445435213E9	59.14078319280728
1.451495738E9	59.22911341685708
1.457556263E9	59.214594642574475
1.463616788E9	59.14570092567838
1.469677313E9	59.30691443042577
1.475737838E9	58.98255134401584
1.481798363E9	58.560715332498106
1.4852620925E9	32.41840250839863
1.488292355E9	58.22456285460864
1.493919413E9	59.35460944062827
1.499979938E9	59.204308691965494
1.506040463E9	59.16802015872652
1.512100988E9	59.362462892578826
1.518161513E9	59.151389027323106
1.524222038E9	59.38902585009205
1.530282563E9	58.800710682407995
1.536343088E9	59.52659056442209
1.541143975E9	58.85859642892829
1.5441742375E9	58.95420371000784
1.548464138E9	59.29060929888584
1.554524663E9	59.19979465388775
1.560585188E9	59.376394191419585
1.566645713E9	59.36793048812152
1.572706238E9	59.12838798867977
1.578766763E9	59.04082709792754
1.584827288E9	59.16502550371817
1.590887813E9	59.18389013520252
1.5965550695E9	58.94573428172621
1.599585332E9	58.80533425339736
1.603008863E9	59.39599805055746
1.609069388E9	59.34936297959711
1.615129913E9	59.29415487594498
1.621190438E9	59.19171024147072
1.627250963E9	59.28443679677793
1.633311488E9	51.418111082765144
1.639372013E9	59.19528330783202
1.645432538E9	59.156599979833324
1.651493063E9	59.01251922212686
1.6547785435E9	59.187276694079166
1.657808806E9	59.17217226044541
1.663614113E9	59.59274031906899
1.669674638E9	59.21972952081419
1.675735163E9	59.292101422118634
1.681795688E9	59.19737378420093
1.687856213E9	58.54532377751305
1.693916738E9	59.1059179824328
1.699977263E9	59.26659026652005
1.705875606E9	58.85647294583162
1.7089058685E9	42.787351779517316
1.712098313E9	58.76395103953985
1.718158838E9	59.01778407359617
1.724219363E9	59.110541429687316
1.730279888E9	59.22829501795335
1.736340413E9	59.292524580763846
1.742400938E9	59.18197654888494
1.748461463E9	59.066082498196224
1.754521988E9	59.015229811715045
1.759643948E9	59.22098591310019
1.7626742105E9	58.788490014651295
1.766643038E9	59.13630996242212
1.772703563E9	58.83214323596839
1.778764088E9	58.59286983752498
1.784824613E9	59.26578587666345
1.790885138E9	59.22966669919089
1.796945663E9	59.103298399390965
1.803006188E9	58.93630351543432
1.809066713E9	58.55494773016345
1.8129015965E9	58.02883783180277
1.815931859E9	59.072389885823604
1.821187763E9	59.29788827232982
1.827248288E9	59.2259173315068
1.833308813E9	59.36135776594343
1.839369338E9	59.47289481452524
1.845429863E9	59.46463278708274
1.851490388E9	59.29754512379204
1.857550913E9	59.43525341795621
1.86112494E9	59.37307556318128
1.8641552025E9	59.408621786278694
1.869671963E9	59.478119358631865
1.875732488E9	58.33170448576334
1.881793013E9	59.08020356379366
1.887853538E9	59.38065713766667
1.893914063E9	59.24091658715092
1.899974588E9	58.99076078794319
1.905072828E9	58.894272775144465
1.9081030905E9	50.84465383187759
1.912095638E9	58.84291621084154
1.918156163E9	59.221926673605815
1.924216688E9	58.72926959757874
1.930277213E9	59.294406624773096
1.936337738E9	59.51593833122589
1.942398263E9	57.07601662054015
1.948458788E9	59.24662145942057
1.9517024095E9	51.70335652409975
1.954732672E9	58.96175115248116
1.960579838E9	59.40756096630199
1.966640363E9	59.35717402851505
1.972700888E9	59.22825554300236
1.978761413E9	59.1853628552951
1.984821938E9	58.91386488306982
1.990882463E9	58.98183500516943
1.99470617E9	58.166872491791835
1.9977364325E9	47.90109033353197
2.003003513E9	59.175684069303934
2.009064038E9	59.22797185602087
2.015124563E9	59.34336359887208
2.021185088E9	59.213625227271926
2.027245613E9	59.337443064552986
2.033306138E9	59.48725546850531
2.0376677585E9	59.237319025880716
2.040698021E9	58.831750619027815
2.045427188E9	59.47338009611318
2.051487713E9	59.24379184417734
2.057548238E9	56.696932550930214
2.063608763E9	59.198684496989834
2.069669288E9	58.96860075867559
2.075729813E9	59.02133907767607
2.08062241E9	59.01527778490124
2.0836526725E9	59.39604535364061
2.087850863E9	59.36705360469127
2.093911388E9	59.28840296357245
2.099971913E9	59.42505446638091
2.106032438E9	59.30854693322514
2.112092963E9	59.283115188043595
2.118153488E9	59.11620645192591
2.122814749E9	50.426158550789324
2.1258450115E9	49.43432623972986
2.130274538E9	59.42773176944757
2.136335063E9	58.46177174364867
2.142395588E9	59.307658983668055
2.148456113E9	59.46656241491657
2.154516638E9	59.52726331012879
2.160577163E9	59.27957681956261
2.164333346E9	59.40231778683933
2.1673636085E9	59.17082358082897
2.172698213E9	59.47628255393771
2.178758738E9	59.206592675332075
2.184819263E9	59.21516213589631
2.190879788E9	59.3264808163597
2.196940313E9	59.10908332596199
2.200471474E9	58.85983086372974
2.2035017365E9	54.97738445603508
2.209061363E9	50.91897845976501
2.215121888E9	58.76291726427304
2.221182413E9	58.57249224780827
2.227242938E9	57.73635297859174
2.233303463E9	44.34957933923412
2.239363988E9	47.445015715852904
2.245424513E9	58.42959121264437
2.251485038E9	58.04374859598242
2.2550298675E9	55.823695686579356
2.256716793E9	52.56986941008707
2.2592324885E9	58.34768510606271
2.263606088E9	58.20708494911486
2.2680379885E9	43.70842172340999
2.271068251E9	58.27327962478996
2.275150289E9	58.43856819649277
2.2781805515E9	58.867028366438326
2.2810649335E9	57.57698047564849
2.284095196E9	48.20546866785515
2.286863889E9	58.880365939239475
2.2898941515E9	59.527913048464356
2.292569301E9	59.43018097120315
2.2955995635E9	58.55985789412701
2.298023116E9	57.95458354559635
2.3010533785E9	59.398405638031925
2.3032761955E9	59.37318295235029
2.305726498E9	58.659114987782814
2.3084800655E9	55.10366945109649
2.310562795E9	56.857528962122096
2.3135930575E9	58.941838698871905
2.3153597735E9	59.173326875396924
2.3173218515E9	57.90114704483273
2.320112891E9	55.29864865154377
2.3218157355E9	59.15049321774413
2.324104308E9	58.384174575245105
2.3264999105E9	58.80442853414037
2.3281018815E9	58.74960580099196
2.3305262675E9	48.58180446462343
2.332696249E9	58.63863721802613
2.3340637585E9	58.46807379311155
2.3361446245E9	59.255835871138494
2.338413254E9	52.28755252961566
2.3396969045E9	58.70470143083484
2.341282827E9	57.92003131526843
2.343768183E9	57.075599084101405
2.345212523E9	59.24970434704008
2.3464412305E9	31.61841729654818
2.348664199E9	58.51239801407828
2.3506764065E9	57.88346997372446
2.351829762E9	58.91586002675394
2.3532287305E9	52.289553532275995
2.35533412E9	57.507829836386186
2.356965414E9	56.60857540678427
2.3579923135E9	58.02716452242948
2.3594256075E9	58.88280692240549
2.3613898805E9	57.731827361002246
2.362986849E9	58.983439865302394
2.363964524E9	51.95855610137686
2.3652977505E9	59.1640133069731
2.367184152E9	41.45151225723362
2.368881188E9	59.167973794850404
2.3697565645E9	59.27396877351131
2.3706984965E9	42.42201632023663
2.372334567E9	59.348839438311884
2.3739034665E9	59.096051176824886
2.3752063695E9	58.588136248793504
2.375970559E9	59.29148229220606
2.3769485995E9	57.377526239124315
2.378384549E9	35.33906281940048
2.379784425E9	59.12897413526238
2.3811339795E9	58.388426896408745
2.381829853E9	59.19852848837639
2.3825553845E9	59.274273792936825
2.3839077945E9	56.76553496596054
2.385231647E9	58.876628462276784
2.3865327585E9	59.324833610479125
2.387513637E9	59.456880606106644
2.3881178915E9	57.80225950813471
